PROBE_ID,GENE NAME
1553729_s_at,LRRC43
1553730_x_at,LRRC43
1553732_s_at,CEP89
1553734_at,AK7
1553736_at,ZFC3H1
1553739_at,IRAK2
1553740_a_at,IRAK2
1553741_at,LINC00337
1553743_at,METTL21A
1553746_a_at,OTOGL
1553747_at,MGC16025
1553749_at,FAM76B
1553750_a_at,FAM76B
1553752_at,SPATA25
1553755_at,NXNL1
1553756_at,GLIS3-AS1
1553757_at,IQCG
1553759_at,MCM9
1553761_at,PRR14L
1553764_a_at,AJUBA
1553765_a_at,KLHL32
1553768_a_at,DCBLD1
1553769_at,SLAMF9
1553770_a_at,SLAMF9
1553772_at,GK5
1553775_at,FLJ31715
1553776_at,UBE2U
1553778_at,WBSCR27
1553780_at,LINC00638
1553781_at,ZC3HAV1L
1553785_at,RASGEF1B
1553787_at,C11orf45
1553789_a_at,C21orf58
1553792_at,KIAA1109
1553793_a_at,KIAA1109
1553794_at,STOML3
1553796_at,LINC01105
1553797_a_at,LINC01105
1553798_a_at,FBXL13
1553799_at,FAM227B
1553801_a_at,DTD2
1553802_a_at,SOX3
1553803_at,SPATA32
1553804_a_at,SPATA32
1553805_at,C3orf49
1553808_a_at,NKX2-3
1553809_a_at,TMEM252
1553810_a_at,KIAA1524
1553811_at,FAM222A-AS1
1553812_at,TLE6
1553813_s_at,TLE6
1553815_a_at,TCEANC
1553817_at,LOC100294020
1553818_x_at,LOC100294020
1553821_at,HECTD4
1553822_at,RTP1
1553823_a_at,RTP1
1553826_a_at,PRR35
1553828_at,NXPE1
1553829_at,CYP1B1-AS1
1553830_s_at,MAGEA2B
1553831_at,APOBEC3D
1553832_at,LINC00315
1553834_at,COL6A5
1553835_a_at,COL6A5
1553837_at,PGAM5
1553838_at,C4orf45
1553839_at,CCDC149
1553840_a_at,CCDC149
1553842_at,BEND2
1553843_at,C10orf67
1553844_a_at,C10orf67
1553845_x_at,C10orf67
1553846_at,SPERT
1553847_a_at,SPERT
1553849_at,CCDC26
1553850_at,C21orf88
1553851_at,SPIC
1553852_at,VPS13B
1553856_s_at,P2RY10
1553857_at,IGSF22
1553858_at,ZBTB3
1553859_at,TPH1
1553860_at,DCST1
1553861_at,TCP11L2
1553863_at,WDFY4
1553864_at,GPR26
1553865_a_at,GPR26
1553868_a_at,KIAA0825
1553869_at,SESN3
1553871_at,CSNK1G2-AS1
1553872_at,NATD1
1553873_at,KLHL34
1553874_a_at,ZSCAN10
1553875_s_at,ZSCAN10
1553876_at,SAMD3
1553878_at,GOT1L1
1553879_a_at,GOT1L1
1553880_at,C10orf91
1553881_at,MGC16142
1553882_at,1553882_at
1553883_at,ZNF99
1553885_x_at,ZNF99
1553886_at,CCDC108
1553887_at,SIGLECL1
1553888_at,LDHAL6A
1553889_at,MRGPRX2
1553890_s_at,NTN5
1553891_at,KLF17
1553893_at,CCDC105
1553894_at,CCDC122
1553895_at,C11orf42
1553898_a_at,DKFZp434L192
1553900_s_at,POM121L8P
1553901_x_at,ZNF486
1553905_at,CXorf22
1553906_s_at,FGD2
1553907_a_at,EXD1
1553909_x_at,FAM178A
1553910_at,NBPF4
1553911_at,ZNF663P
1553912_at,LINC00955
1553914_at,LOC162137
1553915_at,C10orf126
1553917_at,PIKFYVE
1553918_at,LINC00479
1553919_at,C9orf62
1553920_at,C9orf84
1553923_at,SLC22A24
1553924_at,FMO9P
1553927_at,C7orf33
1553928_at,ELMOD2
1553929_at,ACER1
1553930_at,TAAR1
1553931_at,OSTCP1
1553934_at,LINC00305
1553935_at,BFSP2-AS1
1553936_a_at,BFSP2-AS1
1553938_a_at,STK32A
1553940_a_at,LRRC28
1553943_at,NS3BP
1553944_at,MIA2
1553945_at,GPHB5
1553946_at,DCD
1553947_at,EXOSC6
1553949_at,IQSEC3
1553952_at,ZDHHC19
1553954_at,ALG14
1553955_at,PPP1R21
1553956_at,TMEM237
1553957_at,ZNF564
1553959_a_at,B3GALT6
1553960_at,SNX21
1553961_s_at,SNX21
1553962_s_at,RHOB
1553963_at,RHOB
1553965_x_at,RHOB
1553967_at,ADAT3
1553968_a_at,ADAT3
1553970_s_at,CEL
1553971_a_at,GATS
1553972_a_at,CBS
1553973_a_at,SPINK6
1553974_at,C22orf39
1553976_a_at,DPCD
1553977_a_at,CYP39A1
1553978_at,MEF2BNB
1553979_at,1553979_at
1553982_a_at,RAB7B
1553983_at,DTYMK
1553984_s_at,DTYMK
1553986_at,RASEF
1553987_at,MAPKAPK5-AS1
1553989_a_at,ATP6V1C2
1553990_at,BRICD5
1553991_s_at,VSIG10
1553992_s_at,NBR2
1553993_s_at,MED25
1553994_at,NT5E
1553995_a_at,NT5E
1553997_a_at,ASPHD1
1553998_at,DMRTC1B
1554001_at,TRIM37
1554003_at,ARHGEF28
1554004_a_at,ARHGEF28
1554006_a_at,LLGL2
1554007_at,1554007_at
1554008_at,OSMR
1554010_at,NDST1
1554012_at,RSPO2
1554014_at,CHD2
1554015_a_at,CHD2
1554016_a_at,USB1
1554017_at,RILPL1
1554018_at,GPNMB
1554019_s_at,CEP57L1
1554020_at,BICD1
1554021_a_at,ZNF12
1554022_at,CCDC13
1554023_s_at,CCDC13
1554026_a_at,MYO10
1554027_a_at,SLC4A4
1554029_a_at,TTC37
1554030_at,ARSB
1554032_at,ARSB
1554033_at,FRMD4A
1554034_a_at,FRMD4A
1554036_at,ZBTB24
1554037_a_at,ZBTB24
1554038_at,LARP1B
1554039_at,C14orf159
1554041_at,TMEM239
1554042_s_at,TMEM239
1554043_a_at,BC012528
1554044_a_at,MRAP
1554045_at,ZNF24
1554047_at,TXNDC9
1554049_s_at,DCAF8
1554050_at,SMPDL3B
1554052_at,CNOT1
1554053_at,SPTLC1
1554057_at,ASH1L-AS1
1554059_at,SETMAR
1554060_s_at,SETMAR
1554062_at,XG
1554063_at,C8orf76
1554065_at,MVB12B
1554067_at,C12orf66
1554068_s_at,C12orf66
1554069_at,EPHA8
1554071_at,CCDC67
1554072_s_at,CCDC67
1554074_s_at,SLFNL1
1554076_s_at,TMEM136
1554077_a_at,TMEM53
1554078_s_at,DNAJA3
1554079_at,GALNT18
1554080_at,RQCD1
1554082_a_at,NOL9
1554084_a_at,NOL9
1554085_at,DDX51
1554086_at,TUBGCP3
1554089_s_at,SBDSP1
1554091_a_at,TIRAP
1554093_a_at,SNAPC5
1554094_at,ENTPD5
1554095_at,RBM33
1554096_a_at,RBM33
1554097_a_at,MIR31HG
1554098_at,SPIN3
1554099_a_at,SPIN3
1554101_a_at,TMTC4
1554102_a_at,TMTC4
1554103_at,BC009873
1554105_at,TMEM185A
1554106_at,NBEAL1
1554108_at,AK096293
1554110_at,CDCP1
1554112_a_at,ULK2
1554113_a_at,SLC4A8
1554114_s_at,SSH2
1554115_at,C5orf58
1554116_s_at,PARP11
1554117_at,CCDC60
1554119_at,USB1
1554121_at,HSD17B12
1554122_a_at,HSD17B12
1554125_a_at,NLGN4Y
1554126_at,MSRB3
1554127_s_at,MSRB3
1554128_at,ADIG
1554129_a_at,ADIG
1554131_at,CCSER2
1554132_a_at,CCSER2
1554133_at,RUFY2
1554140_at,WDR78
1554141_s_at,WDR78
1554142_at,SUGT1P3
1554143_a_at,SUGT1P3
1554145_a_at,PPP1R21
1554147_s_at,MAATS1
1554148_a_at,SLC33A1
1554149_at,CLDND1
1554151_at,OGDH
1554152_a_at,OGDH
1554153_a_at,PHF21A
1554154_at,GDAP2
1554155_at,MCPH1
1554156_a_at,WFDC8
1554157_a_at,WFDC8
1554158_at,ZMYND11
1554159_a_at,ZMYND11
1554160_a_at,ZNF446
1554161_at,SLC25A27
1554163_at,TWIST2
1554165_at,FAM53B
1554167_a_at,GOLGA7
1554168_a_at,SH3KBP1
1554170_a_at,MBLAC1
1554171_at,ZMYM3
1554172_a_at,ZMYM3
1554173_at,CD300LB
1554175_at,CD300LB
1554176_a_at,C3orf33
1554177_a_at,ATP5S
1554178_a_at,FAM126B
1554179_s_at,LYNX1
1554181_at,SNX32
1554182_at,TRIM74
1554183_s_at,TRIM74
1554185_at,LOC554206
1554187_at,LOC554206
1554188_at,C11orf53
1554190_s_at,PLEKHS1
1554192_s_at,TRMT44
1554193_s_at,MANEA
1554194_at,LOC100287037
1554195_a_at,C5orf46
1554196_at,IZUMO1
1554198_at,SH3YL1
1554199_at,PTPRO
1554201_at,CABP4
1554202_x_at,CABP4
1554203_at,GRIK1-AS1
1554205_s_at,ICA1L
1554206_at,TMLHE
1554208_at,MEI1
1554210_at,ZCCHC13
1554212_s_at,KCNS2
1554213_at,ARHGEF10
1554214_at,BC008699
1554216_at,CCDC132
1554217_a_at,CCDC132
1554219_at,BC027448
1554220_a_at,BC027448
1554222_at,MGC45922
1554224_at,LOC101929497
1554225_a_at,LOC101929497
1554228_a_at,BAALCOS
1554229_at,CREBRF
1554231_a_at,ZNF396
1554232_a_at,1554232_a_at
1554233_at,C1QTNF9
1554234_at,KATNAL2
1554235_at,CTNNA3
1554237_at,SDCCAG8
1554239_s_at,ZADH2
1554240_a_at,ITGAL
1554241_at,COCH
1554242_a_at,COCH
1554245_x_at,ARL17A
1554246_at,C1orf210
1554248_at,ZNF638
1554249_a_at,ZNF638
1554250_s_at,TRIM73
1554251_at,HP1BP3
1554252_a_at,CERS3
1554253_a_at,CERS3
1554256_a_at,PCNXL2
1554258_a_at,DNAJC5B
1554259_at,GPSM1
1554260_a_at,FRYL
1554261_at,KLHL29
1554262_s_at,KLHL29
1554264_at,CKAP2
1554266_at,BC033643
1554268_at,MORN1
1554271_a_at,CENPL
1554272_at,ERAP2
1554273_a_at,ERAP2
1554274_a_at,SSH1
1554276_at,SART3
1554277_s_at,FANCM
1554279_a_at,TRMT2B
1554280_a_at,C9orf43
1554281_at,1554281_at
1554283_at,CCRN4L
1554285_at,HAVCR2
1554286_at,FLJ25758
1554287_at,TRIM4
1554288_at,FAM160B1
1554290_at,HERC3
1554291_at,UHRF1BP1L
1554292_a_at,UHRF1BP1L
1554293_at,TTBK2
1554294_s_at,TTBK2
1554295_x_at,TTBK2
1554296_at,CYP19A1
1554298_a_at,WDR49
1554299_at,NPAS4
1554300_a_at,SVOPL
1554301_at,LHFPL3-AS1
1554302_s_at,LHFPL3-AS1
1554303_at,HNMT
1554305_at,MGC20647
1554306_at,ITPKB
1554307_at,LOC644852
1554308_s_at,GABRA2
1554309_at,EIF4G3
1554310_a_at,EIF4G3
1554311_a_at,SUPT6H
1554312_at,RNF170
1554314_at,C6orf141
1554316_at,PGLS
1554317_s_at,TRMT61A
1554318_at,LOC541473
1554319_at,RPS6KA5
1554321_a_at,NFS1
1554322_a_at,HDAC4
1554324_s_at,DYNC2LI1
1554325_at,DOCK2
1554327_a_at,CANT1
1554328_at,STXBP4
1554329_x_at,STXBP4
1554331_a_at,LRRC18
1554332_a_at,SLCO4A1-AS1
1554333_at,DNAJA4
1554334_a_at,DNAJA4
1554335_at,CYTH4
1554337_at,FARP2
1554339_a_at,COG3
1554340_a_at,DRAXIN
1554341_a_at,HELQ
1554342_s_at,HELQ
1554343_a_at,STAP1
1554344_s_at,AQP12B
1554345_a_at,GIN1
1554346_at,GNB5
1554348_s_at,CDKN2AIPNL
1554349_at,XRCC6BP1
1554351_a_at,TIPRL
1554352_s_at,DENND4A
1554354_at,SIAE
1554355_a_at,SIAE
1554356_at,GINS4
1554360_at,FCHSD2
1554362_at,BTG4
1554364_at,PPP2R5C
1554365_a_at,PPP2R5C
1554367_at,CALHM1
1554368_at,NT5C1B
1554371_at,PKD1L2
1554372_at,1554372_at
1554374_at,1554374_at
1554375_a_at,NR1H4
1554376_s_at,PTPLA
1554377_a_at,CNTNAP4
1554378_a_at,PDE1C
1554379_a_at,TP73
1554380_at,NEK11
1554382_at,LINC00656
1554383_a_at,TRAM2
1554384_at,PADI2
1554385_a_at,PADI2
1554386_at,CST9
1554388_at,VPS29
1554390_s_at,ACTR2
1554391_at,LOC653581
1554393_a_at,AZIN2
1554394_at,NELL1
1554396_at,UEVLD
1554397_s_at,UEVLD
1554398_at,LYG2
1554400_at,TCTE3
1554401_a_at,TCTE3
1554403_a_at,BC011941
1554404_a_at,1554404_a_at
1554405_a_at,LINC00161
1554406_a_at,CLEC7A
1554408_a_at,TK1
1554409_at,WBSCR16
1554410_a_at,WBSCR16
1554411_at,CTNNB1
1554413_s_at,SNX29P2
1554414_a_at,OSGIN2
1554415_at,TAF5L
1554417_s_at,APH1A
1554418_s_at,SPOCK3
1554419_x_at,GGNBP2
1554420_at,ATF3
1554423_a_at,FBXO7
1554424_at,FIP1L1
1554428_s_at,NLGN2
1554429_a_at,DMWD
1554430_at,SMIM11
1554432_x_at,SMIM11
1554433_a_at,ZNF146
1554436_a_at,REG4
1554438_at,KIAA1217
1554440_at,KIAA0513
1554441_a_at,WAPAL
1554442_at,BEST1
1554443_s_at,BEST1
1554444_s_at,SLC35F6
1554445_at,ZNF85
1554447_at,JPX
1554448_at,JPX
1554449_at,MIER3
1554450_s_at,MIER3
1554451_s_at,DNAJC14
1554452_a_at,HILPDA
1554453_at,HNRNPLL
1554455_at,LINS
1554456_a_at,LINS
1554459_s_at,CFHR3
1554460_at,ST8SIA4
1554462_a_at,DNAJB9
1554464_a_at,CRTAP
1554465_s_at,ZNF674
1554466_a_at,C16orf13
1554468_s_at,FBF1
1554469_at,ZBTB44
1554470_s_at,ZBTB44
1554471_a_at,ANKRD13C
1554472_a_at,PHF20L1
1554473_at,SRGAP1
1554474_a_at,MOXD1
1554475_a_at,C19orf47
1554476_x_at,ZNF808
1554478_a_at,HEATR3
1554479_a_at,CARD8
1554480_a_at,ARMC10
1554481_a_at,EPB41
1554482_a_at,SAR1B
1554483_at,TMEM37
1554485_s_at,TMEM37
1554486_a_at,BC009205
1554487_a_at,ATF6B
1554488_at,CEP70
1554489_a_at,CEP70
1554491_a_at,SERPINC1
1554492_at,THADA
1554493_s_at,THADA
1554494_at,MTHFSD
1554495_s_at,MTHFSD
1554496_at,RAD51B
1554499_s_at,PPA2
1554500_a_at,RGS7
1554501_at,TSC22D4
1554503_a_at,OSCAR
1554504_at,NAALAD2
1554506_x_at,NAALAD2
1554507_at,NAALAD2
1554508_at,PIK3AP1
1554509_a_at,FAM188A
1554510_s_at,GHITM
1554511_at,WWC1
1554512_a_at,CEP89
1554513_s_at,CEP89
1554514_at,ACSM5
1554516_at,LOC100288109
1554517_x_at,LOC100288109
1554518_at,GSTCD
1554519_at,CD80
1554520_at,LOC283861
1554522_at,CNNM2
1554523_a_at,CNNM2
1554524_a_at,OLFM3
1554526_at,OLFM3
1554528_at,MAATS1
1554530_at,VSTM2A
1554531_at,TTC12
1554533_at,C2
1554534_at,DPYD
1554536_at,DPYD
1554537_at,TMEM126B
1554538_at,RHOF
1554539_a_at,RHOF
1554540_at,DNAH14
1554541_a_at,GPRIN2
1554542_at,SLC25A48
1554543_at,SPAG9
1554544_a_at,MBP
1554545_at,APOBEC4
1554547_at,FAM13C
1554549_a_at,WDR20
1554550_at,CFAP97
1554553_s_at,YIF1B
1554554_at,CCDC57
1554555_a_at,SETD6
1554556_a_at,ATP11B
1554557_at,ATP11B
1554558_at,DCAF5
1554559_at,GPR62
1554560_at,PGM5
1554564_a_at,SPPL3
1554565_x_at,SPPL3
1554566_at,KCTD17
1554568_at,DYNLRB1
1554569_a_at,CELF2
1554571_at,APBB1IP
1554572_a_at,SUV39H2
1554574_a_at,CYB5R3
1554575_a_at,BPNT1
1554576_a_at,ETV4
1554577_a_at,PSMD10
1554578_at,ZNF70
1554579_a_at,MYO18B
1554580_a_at,WWP2
1554582_a_at,METTL20
1554583_a_at,METTL20
1554584_at,LRRC48
1554586_a_at,RHOBTB2
1554588_a_at,TTC30B
1554589_at,LENG9
1554591_at,PCAT4
1554592_a_at,SLC1A6
1554593_s_at,SLC1A6
1554594_at,AF258593
1554595_at,SYMPK
1554597_at,BC016767
1554599_x_at,BC016767
1554600_s_at,LMNA
1554601_at,NKAIN2
1554602_at,RBM8A
1554604_at,MBTPS2
1554606_at,CEP120
1554607_at,CNKSR2
1554608_at,TGOLN2
1554609_at,LOC100287896
1554610_at,ANKMY1
1554612_at,KIAA0226
1554613_a_at,KIAA0226
1554614_a_at,PTBP2
1554615_at,1554615_at
1554616_at,SERPINB8
1554618_at,AGFG2
1554619_at,MBLAC2
1554621_at,DGKE
1554623_x_at,DGKE
1554624_a_at,SIRPB1
1554625_at,BCL6B
1554627_a_at,ASCC1
1554628_at,ZNF57
1554629_at,EPHA7
1554631_at,ATM
1554633_a_at,MYT1L
1554634_at,PDS5B
1554635_a_at,NPAS3
1554636_at,BC032569
1554637_a_at,CBFA2T2
1554638_at,ZFYVE16
1554640_at,PALM2
1554641_a_at,TET3
1554642_at,RNF32
1554643_at,RGS11
1554646_at,OSBPL1A
1554648_a_at,DUOXA1
1554649_at,LOC100288447
1554650_a_at,LOC100288447
1554652_s_at,MAST4
1554655_a_at,RPRML
1554657_a_at,CFAP61
1554659_at,NEK4
1554660_a_at,CNST
1554661_s_at,CNST
1554662_at,C17orf47
1554663_a_at,NUMA1
1554664_at,NAIF1
1554665_at,ZNF586
1554666_at,LOC100130950
1554667_s_at,METTL8
1554668_a_at,FAM151A
1554670_at,GGA1
1554671_a_at,SRRM2
1554672_at,TTC26
1554675_a_at,SYCE1
1554676_at,SRGN
1554677_s_at,CMTM4
1554678_s_at,HNRNPDL
1554679_a_at,LAPTM4B
1554680_s_at,KCNS2
1554681_a_at,MGC50722
1554683_a_at,MGC50722
1554685_a_at,CEMIP
1554686_at,STAU2
1554689_a_at,NLGN4X
1554690_a_at,TACC1
1554691_a_at,PACSIN2
1554692_at,SLC23A2
1554694_at,CCNY
1554696_s_at,TYMS
1554697_at,ADAMTS9
1554699_at,L3MBTL4
1554700_at,CDH7
1554701_a_at,TBC1D16
1554702_at,NALCN
1554703_at,ARHGEF10
1554704_at,ATP8B3
1554705_at,SCARA5
1554706_at,OR2L13
1554707_at,SPATA6L
1554708_s_at,SPATA6L
1554710_at,KCNMB1
1554711_at,CALHM3
1554712_a_at,GLYATL2
1554714_at,RELL1
1554715_at,LINC00593
1554716_s_at,LINC00593
1554717_a_at,PDE4D
1554719_at,NDUFA10
1554721_a_at,TAF2
1554722_at,TRPM3
1554723_x_at,1554723_x_at
1554724_at,SLC6A11
1554725_at,RABGAP1L
1554726_at,ZNF655
1554728_at,SLC9A1
1554730_at,MCTP1
1554732_at,LOC728175
1554733_at,LOC728175
1554735_a_at,TRIM7
1554736_at,ARHGAP29
1554737_at,FBN2
1554739_at,IPP
1554740_a_at,IPP
1554741_s_at,KGFLP2
1554742_at,PMS1
1554743_x_at,PMS1
1554744_at,CARD16
1554745_at,RALGPS1
1554747_a_at,SEPT2
1554748_at,CLCNKB
1554749_s_at,CLCNKB
1554751_at,BC010432
1554752_a_at,BC010432
1554755_a_at,MTUS2
1554757_a_at,INPP5A
1554758_a_at,CD99L2
1554759_at,SRCIN1
1554761_a_at,HEATR2
1554762_a_at,WWC2
1554763_at,UBE2DNL
1554764_a_at,LINC00301
1554765_a_at,LINC00301
1554766_s_at,BC018440
1554767_s_at,CRYZL1
1554768_a_at,MAD2L1
1554769_at,ZNF785
1554770_x_at,ZNF785
1554771_at,BC008846
1554772_at,EFCAB13
1554773_at,WFIKKN2
1554774_at,MINA
1554776_at,ZFP42
1554777_at,ZFP42
1554778_at,PHLDB2
1554779_s_at,PHLDB2
1554780_a_at,PHTF2
1554781_at,MGC32805
1554782_at,KLHL30-AS1
1554783_s_at,ARHGEF2
1554784_at,CNTN1
1554785_at,CCDC82
1554786_at,CASS4
1554787_at,STKLD1
1554789_a_at,PDE8B
1554790_at,ZSCAN20
1554791_a_at,KANSL1L
1554793_at,UBE3C
1554794_a_at,UBE3C
1554795_a_at,FBLIM1
1554796_at,DPP6
1554797_at,SYT16
1554798_at,SNED1
1554800_at,RAB39A
1554801_at,FNDC9
1554803_s_at,TRIM72
1554804_a_at,CLDN19
1554805_at,CLDN19
1554806_a_at,FBXO8
1554807_a_at,SPIRE1
1554808_at,ACP1
1554809_at,LOC389199
1554810_at,PLA2G4C
1554812_at,CLDN20
1554813_at,BC009340
1554814_at,UBE2O
1554816_at,ASTN2
1554818_s_at,DZANK1
1554819_a_at,ITGA11
1554820_at,AGBL3
1554821_a_at,ZBED1
1554822_at,PHTF2
1554824_at,ZNF585A
1554825_at,BC033184
1554826_at,CDK15
1554827_a_at,ADCY7
1554828_at,PDGFRA
1554830_a_at,STEAP3
1554831_x_at,ALS2CR11
1554833_at,MCTP2
1554834_a_at,RASSF5
1554835_a_at,B3GNT5
1554836_at,USP36
1554837_a_at,CYP4A22
1554839_at,CIDEC
1554840_at,LOC280665
1554841_at,MTHFD2L
1554842_at,SLC12A1
1554844_at,EYA3
1554846_at,CCDC158
1554847_at,ATP6V1B1
1554849_at,TOR1A
1554850_at,VWA5B2
1554852_a_at,KIAA1257
1554853_at,CYP2U1
1554855_at,PARK2
1554857_at,ELMO2
1554860_at,PTPN7
1554862_at,CMAHP
1554863_s_at,DOK5
1554864_a_at,SDC3
1554865_at,BC016673
1554866_at,TMEM135
1554867_a_at,PRR16
1554868_s_at,PCNP
1554869_at,WDR37
1554871_at,BC031228
1554872_a_at,HMGCLL1
1554873_at,CSPP1
1554874_at,MITF
1554875_at,CAMKMT
1554876_a_at,S100Z
1554878_a_at,ABCD3
1554880_at,DKFZP434K028
1554882_at,ERCC8
1554883_a_at,ERCC8
1554884_at,PRIM2
1554885_a_at,PRIM2
1554886_a_at,MLXIP
1554887_at,LOC101927746
1554889_at,TIA1
1554890_a_at,TIA1
1554891_at,LOC101927129
1554892_a_at,MS4A3
1554894_a_at,PCBD2
1554895_a_at,RHBDL2
1554897_s_at,RHBDL2
1554899_s_at,FCER1G
1554901_at,GAFA1
1554903_at,FRMD8
1554905_x_at,FRMD8
1554906_a_at,MPHOSPH6
1554907_a_at,HYDIN2
1554908_at,HYDIN
1554909_at,CCDC36
1554910_at,PRKD3
1554911_at,ABCC11
1554912_at,ESYT3
1554914_at,PLA2G4D
1554915_a_at,PDE12
1554916_a_at,JRK
1554918_a_at,ABCC4
1554919_s_at,CFAP69
1554920_at,SCEL
1554921_a_at,SCEL
1554922_at,ZNF678
1554923_at,ANKS6
1554927_at,LINC00598
1554929_at,SIK3
1554930_a_at,FUT8
1554931_at,CYP4A11
1554932_at,ZSWIM2
1554933_at,PSIP1
1554934_at,RCBTB1
1554937_x_at,EXOC3L1
1554938_a_at,ACOT11
1554940_a_at,LOC388882
1554941_at,KLHL14
1554942_a_at,KLHL14
1554943_at,VIL1
1554945_x_at,VIL1
1554946_at,BC007399
1554947_at,ACAT1
1554948_at,BC034024
1554949_at,LOC554174
1554950_at,ACAN
1554951_at,1554951_at
1554952_s_at,NLRP12
1554953_a_at,C21orf90
1554954_at,C21orf90
1554957_at,BC008359
1554958_at,ZNF641
1554960_at,C1orf110
1554961_at,FGFR4
1554962_a_at,FGFR4
1554963_at,1554963_at
1554964_x_at,1554964_x_at
1554965_at,FILIP1L
1554966_a_at,FILIP1L
1554967_at,DIP2A
1554969_x_at,DIP2A
1554970_at,PDILT
1554971_at,OK/SW-CL.58
1554972_at,BC024651
1554973_a_at,ZBTB26
1554974_at,ACY3
1554976_a_at,LINC00051
1554977_at,LKAAEAR1
1554978_at,ERICH1-AS1
1554980_a_at,ATF3
1554981_at,EQTN
1554982_a_at,EQTN
1554983_at,LINC00317
1554984_a_at,HLA-DOB
1554985_at,ZNF396
1554986_a_at,SNX19
1554987_at,GOLGA3
1554988_at,SLC9C2
1554989_at,AREL1
1554992_at,RASGRF1
1554994_at,RAG1
1554996_at,ZNF733P
1554997_a_at,PTGS2
1554999_at,RASGEF1B
1555000_at,OK/SW-CL.36
1555001_at,IQCF1
1555002_at,LOC403312
1555003_at,RBL1
1555004_a_at,RBL1
1555006_at,WDR66
1555007_s_at,WDR66
1555009_a_at,SYNJ2
1555011_at,ZFYVE16
1555014_x_at,AB062488
1555015_a_at,ZNF398
1555016_at,IL16
1555018_at,OR2C3
1555019_at,CDHR1
1555020_a_at,ARHGAP20
1555021_a_at,SCARF1
1555022_at,RGS12
1555024_at,ADAM22
1555025_at,TMEM26
1555027_at,P4HA2
1555028_at,BRD3
1555031_at,AY032980
1555032_at,RGS12
1555033_a_at,RGS12
1555034_at,CLRN1
1555035_a_at,CLRN1
1555037_a_at,IDH1
1555038_at,EPB41L4A
1555039_a_at,ABCC4
1555040_at,LINC00612
1555041_a_at,NAGA
1555042_at,TRPV5
1555043_at,LHFPL5
1555044_a_at,KLHL40
1555046_at,CENPI
1555048_a_at,TSPEAR
1555049_at,TSPEAR
1555051_at,C10orf53
1555052_a_at,SYT9
1555053_at,SYT9
1555055_at,AVL9
1555056_at,CCNG2
1555057_at,NDUFS4
1555058_a_at,LPGAT1
1555059_at,1555059_at
1555060_a_at,IKZF2
1555062_s_at,GTPBP3
1555063_at,USP6
1555065_x_at,USP6
1555068_at,WNK1
1555071_at,TLL1
1555073_at,MGC40069
1555074_a_at,KCNH5
1555076_at,ARHGAP25
1555078_at,ZNF843
1555079_at,SPATA6L
1555082_a_at,NEK11
1555083_at,RPL13AP17
1555084_at,1555084_at
1555085_at,LOC101928751
1555086_at,STAT5B
1555088_x_at,STAT5B
1555090_x_at,TMEM182
1555091_at,PPM1F
1555092_at,VASH2
1555095_at,C6orf123
1555096_at,STPG2
1555097_a_at,PTGFR
1555098_a_at,CACNB2
1555099_at,MPP4
1555100_at,APLF
1555102_at,FGF7
1555103_s_at,FGF7
1555105_a_at,MIER1
1555106_a_at,CTDSPL2
1555107_a_at,UVSSA
1555108_at,SLC10A7
1555110_a_at,KLHL3
1555111_at,CCDC181
1555112_a_at,CCDC181
1555113_at,PARD3B
1555114_at,ATP6V0A2
1555116_s_at,SLC11A1
1555117_at,BC008618
1555118_at,ENTPD3
1555120_at,CD96
1555122_at,GPR125
1555123_at,ST6GAL2
1555124_at,LINC01126
1555125_at,PAXBP1
1555127_at,MOCS1
1555129_at,1555129_at
1555130_at,PER3
1555131_a_at,PER3
1555132_at,BC029877
1555133_at,FAM9A
1555135_at,BC009051
1555136_at,FGD6
1555137_a_at,FGD6
1555139_a_at,OTUD7B
1555140_a_at,BCL2L2
1555141_a_at,SLC9B1
1555142_at,SLC9B1
1555144_at,ARL17A
1555145_at,CCSAP
1555146_at,ATF2
1555148_a_at,M1AP
1555151_s_at,TDH
1555153_s_at,FCHO2
1555154_a_at,QKI
1555155_at,MLLT6
1555157_at,1555157_at
1555158_at,BC027465
1555159_at,TMEM74
1555162_at,ARHGAP8
1555163_at,1555163_at
1555164_at,KIF26B
1555165_a_at,PGPEP1
1555166_a_at,ZNF396
1555167_s_at,NAMPT
1555168_a_at,CALN1
1555169_at,LIG3
1555171_at,ST3GAL3
1555173_at,STX19
1555174_at,BC009366
1555175_a_at,PBLD
1555176_at,1555176_at
1555177_at,PRKAA1
1555179_at,IGHV7-81
1555180_at,LOC100132686
1555181_a_at,ST3GAL3
1555183_at,TERF2
1555185_x_at,TERF2
1555186_at,CDKN1A
1555187_at,BC032019
1555188_at,BC027486
1555189_a_at,TAT
1555191_a_at,FHL5
1555192_at,ZNF277
1555193_a_at,ZNF277
1555194_at,BC012036
1555195_at,FBXO36
1555196_at,LINC00421
1555197_a_at,C21orf58
1555198_x_at,C21orf58
1555199_at,GOSR1
1555201_a_at,RMND1
1555202_a_at,RPRD1A
1555203_s_at,SLC44A4
1555204_at,1555204_at
1555205_at,1555205_at
1555206_at,LOC100287210
1555209_at,LOC439951
1555210_at,DTWD1
1555212_at,OR8B8
1555213_a_at,CLEC7A
1555214_a_at,CLEC7A
1555215_a_at,HRH3
1555216_a_at,LOC645722
1555217_at,UBE2W
1555219_at,RGR
